"","BrE","CanE","IrE","NZE"
"BrE",0,0.380952380952381,0.357142857142857,0.19047619047619
"CanE",0.380952380952381,0,0.119047619047619,0.380952380952381
"IrE",0.357142857142857,0.119047619047619,0,0.5
"NZE",0.19047619047619,0.380952380952381,0.5,0
