"","BrE","CanE","HKE","IndE","IrE","JamE","NZE","PhlE","SgE"
"(Intercept)",-0.816301998142681,-0.805588085494901,-0.459434281482962,-0.660014043106876,-0.832770014177484,-0.846187553113659,-1.02276241823142,-1.25807160493395,-0.564486993438486
"logWeightRatio",3.46535316681983,3.14367587742649,2.17687640112448,3.08510914448093,2.80395318896035,4.58856165685041,3.04773029444559,5.15860053930562,1.88617757770086
"RecPron",2.15053509173456,1.7275191310196,1.87298621328111,1.90882637709768,1.64091760910579,2.21310036669317,1.24455732601343,0.407720958382214,2.35882584290534
"ThemeBinComplexity",0.944780379488934,0.427744697579906,0.686373914757045,0.31577748651732,1.63912520109649,0.599223663545801,0.851379256122522,0.399819671172726,1.11339987651674
"ThemeHeadFreq",0.226752190774033,0.909464519626798,0.353470092905557,0.191606251731131,-0.269234175974871,-0.344605487633174,0.0179660648327178,-0.196279579205289,0.799056912080192
"ThemePron",0.398232608790172,0.977207200872619,1.77815681488398,0.506005118057138,0.430509036299554,1.13907751041063,1.69649439436576,2.03934492983538,1.0265133349612
"ThemeDefiniteness",1.27709806486981,0.33942853820157,0.226054724852517,0.665586832627333,0.765212870786702,1.21795421285275,0.102387480236911,1.42475087384736,0.576878089113372
"RecGivenness",-0.216997816718038,-0.138822611832563,0.850673182988668,-0.277445600130906,0.374096417577146,0.16070544740747,0.672541137226421,0.696406052060421,0.0905133929291338
"RecHeadFreq",0.330812858504389,-0.163652617881188,-1.40655067783986,-1.61626129936239,0.0364738896303455,-0.139928066890408,-1.2880415280437,-2.27071789261922,-0.328232413384522
