"","BrE","CanE","HKE","IndE","IrE","JamE","NZE","PhlE","SgE"
"(Intercept)",-2.78897453633243,-2.71658338474959,-2.58943372420724,-3.12021609862915,-3.54849087959033,-2.97021109640229,-2.49792644356831,-3.43889765874107,-4.43356365863096
"DirObjLettLength",-1.45776622858002,-2.23233344850293,-2.05484138994088,-2.09924952421186,-1.42294862162752,-2.4738781015139,-1.48682164937066,-3.94576188796792,-1.32506732100664
"DirObjDefiniteness",-0.0101607022466944,0.306867686732307,-0.0122849482681359,-0.20545506711293,-0.383508315401128,0.142330041369408,-0.379054616801108,-0.303255581024356,-0.462386079356377
"DirObjGivenness",-0.155905135163258,-0.256813732200585,-0.34982286691663,0.408101514935169,-0.405728636027974,-0.00275625625796489,0.125381616916865,0.261081139557307,-0.428330640201523
"DirObjConcreteness",-0.596791935044234,-0.228847852640315,-0.469632504941838,-0.405454025540784,-0.983989642488686,-0.287261822538939,-0.545547795892362,-0.0326056529364753,-0.31027356350284
"DirObjThematicity",0.378159552702431,-0.0823287515910153,-0.411203813019684,-0.571161769261671,-0.508859010496847,-0.666078872972104,0.195883410137548,-0.518285688284451,0.380827658203979
"DirectionalPP",2.46002161656167,1.49176316543565,0.752569477408692,1.12725104281672,0.534253820589939,1.56086393821014,1.83543810828134,-0.189435404988265,1.09593655135176
"Semantics",-0.247459704958986,0.0243258196864913,-0.0860289511603093,0.0528433581566158,-1.14148353768644,-0.686560448517505,-0.349641362013632,-1.22710919562971,-0.407728154243263
"Surprisal.P",1.33415266436971,0.737094174742168,0.151954958213205,0.480874391488116,0.856818443490159,1.04247600700591,0.855124953028572,0.470201784721158,0.947389137477809
