"","line1","line2","line3","mean"
"BrE",0.925925925925926,0.641953890508457,0.904761904761905,0.824213907065429
"CanE",0.851851851851852,0.772222525282888,0.904761904761905,0.842945427298882
"IrE",0.925925925925926,0.754431325986822,0.904761904761905,0.861706385558218
"NZE",0.851851851851852,0.736603248335616,0.904761904761905,0.831072334983124
