"","BrE","CanE","IrE","NZE"
"BrE",0,0.346402926602416,0.368517352317925,0.359218049554287
"CanE",0.346402926602416,0,0.137072980915832,0.199856516633088
"IrE",0.368517352317925,0.137072980915832,0,0.231115688805778
"NZE",0.359218049554287,0.199856516633088,0.231115688805778,0
