"","HKE","IndE","JamE","PhlE","SgE"
"HKE",0,0.095238095238095,0.19047619047619,0.238095238095238,0.0238095238095237
"IndE",0.095238095238095,0,0.380952380952381,0.238095238095238,0.166666666666667
"JamE",0.19047619047619,0.380952380952381,0,0.166666666666667,0.214285714285714
"PhlE",0.238095238095238,0.238095238095238,0.166666666666667,0,0.333333333333333
"SgE",0.0238095238095237,0.166666666666667,0.214285714285714,0.333333333333333,0
