"","HKE","IndE","JamE","PhlE","SgE"
"HKE",0,0.261420795022202,0.339885362174084,0.233223698124386,0.257980810163353
"IndE",0.261420795022202,0,0.494074991000925,0.34629038749169,0.176701531882756
"JamE",0.339885362174084,0.494074991000925,0,0.404490234112103,0.513806158667565
"PhlE",0.233223698124386,0.34629038749169,0.404490234112103,0,0.280662338678386
"SgE",0.257980810163353,0.176701531882756,0.513806158667565,0.280662338678386,0
