"","HKE","IndE","JamE","PhlE","SgE"
"HKE",0,0.238095238095238,0.333333333333333,0.452380952380952,0.261904761904762
"IndE",0.238095238095238,0,0.428571428571428,0.571428571428571,0.357142857142857
"JamE",0.333333333333333,0.428571428571428,0,0.452380952380952,0.285714285714286
"PhlE",0.452380952380952,0.571428571428571,0.452380952380952,0,0.119047619047619
"SgE",0.261904761904762,0.357142857142857,0.285714285714286,0.119047619047619,0
