"","HKE","IndE","JamE","PhlE","SgE"
"HKE",0,0.389275089088776,0.325593028694305,0.398429690626598,0.308697720797086
"IndE",0.389275089088776,0,0.362396838892328,0.477812414903183,0.312514000844085
"JamE",0.325593028694305,0.362396838892328,0,0.431751912703783,0.223193103036016
"PhlE",0.398429690626598,0.477812414903183,0.431751912703783,0,0.408898834762202
"SgE",0.308697720797086,0.312514000844085,0.223193103036016,0.408898834762202,0
