"","BrE","CanE","IrE","NZE"
"BrE",0,0.182649849785568,0.153071414533115,0.114313074380039
"CanE",0.182649849785568,0,0.202285901046858,0.15957028469042
"IrE",0.153071414533115,0.202285901046858,0,0.223973207407603
"NZE",0.114313074380039,0.15957028469042,0.223973207407603,0
